"Attribution: Attribution Number","Opportunity: Opportunity Name","Opportunity: Account Name","Partner Net ARR (converted) Currency","Partner Net ARR (converted)","Opportunity: Net ARR Atlas (Commission) Currency","Opportunity: Net ARR Atlas (Commission)","Opportunity: Net ARR Non-Atlas (Commission) (converted) Currency","Opportunity: Net ARR Non-Atlas (Commission) (converted)","Opportunity: zzDeprecate-Owner Area Group","Opportunity: zzDeprecate-Owner Regional Group","Split %","Role","Opportunity: Close Date","Opportunity: Fiscal Period","Opportunity: Stage","Partner","Status","Attribution: Created Date","Opportunity: Created Date"
"A-0139370","Charles Schwab - MongoDB Integrated Platform - Renewal","Charles Schwab & Co., Inc.","USD","1225918.05","USD","0.00","USD","8172787.00","NAMER","South Central 1","15.00","Influencing","5/7/2026","Q2-2027","Discovery","Infosys Limited","Pending Approval","8/3/2023","8/3/2023"
"A-0524991","Infosys Limited Infosys Water Management - Renewal 2025 - Run Rate - FY27-Q1","Infosys Limited","USD","0.00","USD","22.47","USD","0.00","APAC","IND ENT Hybrid 1","0.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Infosys Limited","Rejected","5/2/2025","5/2/2025"
"A-0523788","Five Below, Inc 2023 Five Below Renewal - Renewal - Run Rate - FY27-Q1","Five Below, Inc.","USD","0.00","USD","-29894.59","USD","0.00","Americas","NAMER","0.00","Reseller","4/30/2026","Q1-2027","Elastic Forecast","Infosys Limited","Approved","5/2/2025","5/2/2025"
"A-0523789","Five Below, Inc 2023 Five Below Renewal - Renewal - Run Rate - FY27-Q1","Five Below, Inc.","USD","-10463.11","USD","-29894.59","USD","0.00","Americas","NAMER","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Infosys Limited","Approved","5/2/2025","5/2/2025"
"A-0522367","Radial, Inc. Radial - ROM Plus - Renewal - Run Rate - FY27-Q1","Radial, Inc.","USD","0.00","USD","-183156.49","USD","0.00","Americas","Americas","0.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Infosys Limited","Rejected","5/2/2025","5/2/2025"
"A-0518484","Infosys Consulting Ltda Braskem_Infosys - Renewal - Run Rate - FY27-Q1","Infosys Consulting Ltda","USD","0.00","USD","0.00","USD","0.00","","","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Infosys Limited","Approved","5/2/2025","5/2/2025"
"A-0522831","Recreational Equipment , Inc. Recreational Equipment - Online Checkout and BOPUS applications ... - Run Rate - FY27-Q1","Recreational Equipment , Inc.","USD","-4450.19","USD","-12714.83","USD","0.00","Americas","Americas","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Infosys Limited","Approved","5/2/2025","5/2/2025"
"A-0522471","Massachusetts Mutual Life Insurance Company MM Renewal + New Workloads - Renewal - Run Rate - FY27-Q1","Massachusetts Mutual Life Insurance Company","USD","6023.81","USD","40158.73","USD","0.00","NAMER","New England","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Infosys Limited","Approved","5/2/2025","5/2/2025"
"A-0522478","Technologent - Citizens Enterprise Renewal - Renewal - Run Rate - FY27-Q1","Citizens Financial Group","USD","1268.60","USD","8457.30","USD","0.00","NAMER","New England","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Infosys Limited","Approved","5/2/2025","5/2/2025"
"A-0524308","CBRE, Inc. SmartFM - Renewal - Run Rate - FY27-Q1","CBRE, Inc.","USD","2078.66","USD","13857.76","USD","0.00","NAMER","South Central 2","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Infosys Limited","Approved","5/2/2025","5/2/2025"
"A-0522154","The Goldman Sachs Group, Inc. Goldman Sachs - Atlas 2024 - Renewal - Run Rate - FY27-Q1","The Goldman Sachs Group, Inc.","USD","0.00","USD","774605.31","USD","0.00","NAMER","East II","0.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Infosys Limited","Rejected","5/2/2025","5/2/2025"
"A-0535451","Massachusetts Mutual Life Insurance Company MM Renewal + New Workloads - Renewal","Massachusetts Mutual Life Insurance Company","USD","0.00","USD","0.00","USD","0.00","NAMER","New England","15.00","Influencing","3/31/2026","Q1-2027","Negotiate","Infosys Limited","Pending Approval","5/7/2025","5/7/2025"
"A-0551471","Toyota Motor Credit Corporation TFS ODS on AWS - Renewal - Run Rate - FY27-Q1","Toyota Motor Credit Corporation","USD","-3061.24","USD","-8746.40","USD","0.00","NAMER","South Central 2","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Infosys Limited","Approved","7/16/2025","7/16/2025"
"A-0564325","CBRE, Inc. SmartFM - Renewal - Run Rate - FY27-Q2","CBRE, Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 2","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Infosys Limited","Approved","8/2/2025","8/2/2025"
"A-0563795","Toyota Motor Credit Corporation TFS ODS on AWS - Renewal - Run Rate - FY27-Q2","Toyota Motor Credit Corporation","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 2","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Infosys Limited","Approved","8/2/2025","8/2/2025"
"A-0558484","Infosys Consulting Ltda Braskem_Infosys - Renewal - Run Rate - FY27-Q2","Infosys Consulting Ltda","USD","0.00","USD","0.00","USD","0.00","","","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Infosys Limited","Approved","8/2/2025","8/2/2025"
"A-0562381","Radial, Inc. Radial - ROM Plus - Renewal 2025 - Run Rate - FY27-Q2","Radial, Inc.","USD","0.00","USD","0.00","USD","0.00","Americas","Americas","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Infosys Limited","Approved","8/2/2025","8/2/2025"
"A-0563823","Five Below, Inc 2023 Five Below Renewal - Renewal - Run Rate - FY27-Q2","Five Below, Inc.","USD","0.00","USD","0.00","USD","0.00","Americas","NAMER","0.00","Reseller","7/31/2026","Q2-2027","Elastic Forecast","Infosys Limited","Approved","8/2/2025","8/2/2025"
"A-0563824","Five Below, Inc 2023 Five Below Renewal - Renewal - Run Rate - FY27-Q2","Five Below, Inc.","USD","0.00","USD","0.00","USD","0.00","Americas","NAMER","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Infosys Limited","Approved","8/2/2025","8/2/2025"
"A-0562476","Technologent - Citizens Enterprise Renewal - Renewal - Run Rate - FY27-Q2","Citizens Financial Group","USD","0.00","USD","0.00","USD","0.00","NAMER","New England","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Infosys Limited","Approved","8/2/2025","8/2/2025"
"A-0562835","Recreational Equipment , Inc. Recreational Equipment - Online Checkout and BOPUS applications ... - Run Rate - FY27-Q2","Recreational Equipment , Inc.","USD","0.00","USD","0.00","USD","0.00","Americas","Americas","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Infosys Limited","Approved","8/2/2025","8/2/2025"
"A-0574246","CBRE, Inc. SmartFM - Renewal","CBRE, Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 2","15.00","Influencing","6/1/2026","Q2-2027","Research","Infosys Limited","Pending Approval","8/5/2025","8/5/2025"
"A-0575510","Radial, Inc. Radial - ROM Plus - Renewal","Radial, Inc.","USD","0.00","USD","0.00","USD","0.00","Americas","Americas","15.00","Influencing","6/30/2026","Q2-2027","Research","Infosys Limited","Pending Approval","8/5/2025","8/5/2025"
"A-0591355","PricewaterhouseCoopers Global Licensing Services Corporation PwC Global Atlas Agreement - Renewal - Run Rate - FY27-Q1","PricewaterhouseCoopers Global Licensing Services Corporation","USD","44055.35","USD","293702.31","USD","0.00","NAMER","East II","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Infosys Limited","Approved","10/10/2025","10/10/2025"
